,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url
2594,9781400076192,Saturday,,,Ian McEwan,Anchor,English,"Saturday, February 15, 2003. Henry Perowne is a contented man - a successful neurosurgeon, the devoted husband of Rosalind, and proud father of two grown-up children. Unusually, he wakes before dawn, drawn to the window of his bedroom and filled with a growing unease. As he looks out at the night sky, he is troubled by the state of the world - the impending war against Iraq, a gathering pessimism since 9/11, and a fear that his city and his happy family life are under threat.
Later, as Perowne makes his way through London streets filled with hundreds of thousands of anti-war protestors, a minor car accident brings him into a confrontation with Baxter, a fidgety, aggressive young man, on the edge of violence. To Perowne's professional eye, there appears to be something profoundly wrong with him. But it is not until Baxter makes a sudden appearance as the Perowne family gathers for a reunion, that Henry's fears seem about to be realised.",289,Paperback,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'British Literature', 'Literature', 'Adult Fiction']","January 1, 2005",3.63,70018.0,4428.0,1298.0,29100.0,8.99,https://www.goodreads.com/book/show/5015.Saturday
2595,9780679783480,Shalimar the Clown,,,Salman Rushdie,Random House Trade Paperbacks,English,"This is the story of Maximilian Ophuls, America’s counterterrorism chief, one of the makers of the modern world; his Kashmiri Muslim driver and subsequent killer, a mysterious figure who calls himself Shalimar the clown; Max’s illegitimate daughter India; and a woman who links them, whose revelation finally explains them all. It is an epic narrative that moves from California to Kashmir, France, and England, and back to California again. Along the way there are tales of princesses lured from their homes by demons, legends of kings forced to defend their kingdoms against evil. And there is always love, gained and lost, uncommonly beautiful and mortally dangerous.",398,Paperback,"['Fiction', 'India', 'Magical Realism', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Contemporary']","September 6, 2005",3.9,14169.0,1029.0,672.0,9830.0,4.99,https://www.goodreads.com/book/show/4830.Shalimar_the_Clown
2596,9780061234002,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,,,Steven D. Levitt,William Morrow,English,"Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world.
These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life -- from cheating and crime to sports and child rearing -- and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.
Through forceful storytelling and wry insight, Levitt and co-author Stephen J. Dubner show that economics is, at root, the study of incentives -- how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they set out to explore the hidden side of ... well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.
What unites all these stories is a belief that the modern world, despite a surfeit of obfuscation, complication, and downright deceit, is not impenetrable, is not unknowable, and -- if the right questions are asked -- is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt, through devilishly clever and clear-eyed thinking, shows how to see through all the clutter.
Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world.
(front flap)",268,Hardcover,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Finance']","April 12, 2005",4.01,846386.0,19075.0,16700.0,545000.0,11.49,https://www.goodreads.com/book/show/1202.Freakonomics
2597,9780451216694,What Angels Fear ,Sebastian St. Cyr,1,C.S. Harris,New American Library,English,"The prime suspect in the brutal rape and murder of a young woman whose body is left on the altar steps of an ancient church, Sebastian St. Cyr, a young aristocrat haunted by his experiences in the Napoleonic Wars, becomes a fugitive, joining forces with an unlikely group of allies as he flees a ruthless powerbroker with ties to the Prince Regent. A first novel.",341,Hardcover,"['Mystery', 'Historical Fiction', 'Historical', 'Historical Mystery', 'Fiction', 'Regency', 'Mystery Thriller']","November 1, 2005",3.91,16533.0,1841.0,1645.0,24300.0,8.99,https://www.goodreads.com/book/show/841717.What_Angels_Fear
2598,9780393329124,Spook: Science Tackles the Afterlife,,,Mary Roach,W.W. Norton & Company (NYC),English,"The best-selling author of Stiff   and Bonk  trains her considerable wit and curiosity on the human soul. ""What happens when we die? Does the light just go out and that's that―the million-year nap? Or will some part of my personality, my me-ness persist? What will that feel like? What will I do all day? Is there a place to plug in my lap-top?"" In an attempt to find out, Mary Roach brings her tireless curiosity to bear on an array of contemporary and historical soul-searchers: scientists, schemers, engineers, mediums, all trying to prove (or disprove) that life goes on after we die.",311,Paperback,"['Nonfiction', 'Science', 'Humor', 'Paranormal', 'History', 'Death', 'Religion']","January 1, 2005",3.6,38891.0,3167.0,1971.0,58000.0,9.99,https://www.goodreads.com/book/show/14990.Spook
2599,9780439339117,Zen Shorts,,,Jon J. Muth,Scholastic Press,English,"Jon J Muth, author of the best-selling book, 
, has crafted another profound and winning picture book.
""Michael,"" said Karl. ""There's a really big bear in the backyard."" This is how three children meet Stillwater, a giant panda who moves into the neighborhood and tells amazing tales. To Addy he tells a story about the value of material goods. To Michael he pushes the boundaries of good and bad. And to Karl he demonstrates what it means to hold on to frustration. With graceful art and simple stories that are filled with love and enlightenment, Jon Muth -- and Stillwater the bear -- present three ancient Zen tales that are sure to strike a chord in everyone they touch.",40,Hardcover,"['Picture Books', 'Childrens', 'Fiction', 'Buddhism', 'Philosophy', 'Animals', 'Fantasy']","January 1, 2005",4.25,13177.0,987.0,74.0,5174.0,11.99,https://www.goodreads.com/book/show/140181.Zen_Shorts
2600,9781565125605,Water for Elephants,,,Sara Gruen,Algonquin Books,English,"When Jacob Jankowski, recently orphaned and suddenly adrift, jumps onto a passing train, he enters a world of freaks, drifters, and misfits, a second-rate circus struggling to survive during the Great Depression, making one-night stands in town after endless town. A veterinary student who almost earned his degree, Jacob is put in charge of caring for the circus menagerie. It is there that he meets Marlena, the beautiful young star of the equestrian act, who is married to August, the charismatic but twisted animal trainer. He also meets Rosie, an elephant who seems untrainable until he discovers a way to reach her. 
Beautifully written, Water for Elephants is illuminated by a wonderful sense of time and place. It tells a story of a love between two people that overcomes incredible odds in a world in which even love is a luxury that few can afford.",368,Paperback,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary']","May 22, 2006",4.11,1604667.0,62214.0,14700.0,588000.0,11.99,https://www.goodreads.com/book/show/43641.Water_for_Elephants
2601,,New Moon ,The Twilight Saga,2,Stephenie Meyer,"Little, Brown and Company",English,"I knew we were both in mortal danger. Still, in that instant, I felt 
well
. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my chest. I was perfect - not healed, but as if there had never been a wound in the first place. 
I FELT LIKE I WAS TRAPPED IN ONE OF THOSE TERRIFYING NIGHTMARES, the one where you have to run, run till your lungs burst, but you can't make your body move fast enough.... But this was no dream, and, unlike the nightmare, I wasn't running for my life; I was racing to save something infinitely more precious. My own life meant little to me today. 
FOR BELLA SWAN THERE IS ONE THING more important than life itself: Edward Cullen. But being in love with a vampire is even more dangerous than Bella could ever have imagined. Edward has already rescued Bella from the clutches of one evil vampire, but now, as their daring relationship threatens all that is near and dear to them, they realize their troubles may be just beginning....
LEGIONS OF READERS ENTRANCED BY THE 
New York Times
 bestseller 
Twilight
 are hungry for the continuing story of star-crossed lovers Bell and Edward. In 
New Moon
, Stephanie Meyer delivers another irresistible combination of romance and suspense with a supernatural spin. passionate, riveting, and full of surprising twists and turns, this vampire love saga is well on its way to literary immortality.",563,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']","September 6, 2006",3.59,1904259.0,57220.0,17600.0,244000.0,10.99,https://www.goodreads.com/book/show/49041.New_Moon
2602,9780307265432,The Road,,,Cormac McCarthy,Alfred A. Knopf,English,"A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece.
A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.
 is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.",241,Hardcover,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Horror', 'Literature', 'Novels']","September 26, 2006",3.99,894256,58510,17100.0,517000.0,12.99,https://www.goodreads.com/book/show/6288.The_Road
2603,9780307269980,The Girl Who Played with Fire ,Millennium,2,Stieg Larsson,Alfred A. Knopf,English,"The Expose
Millenium publisher Mikael Blomkvist has made his reputation exposing corrupt establishment figures. So when a young journalist approaches him with an investigation into sex trafficking, Blomkvist cannot resist waging war on the powerful figures who control this lucrative industry.
The Murder
When a young couple is found dead in their Stockholm apartment, it's a straightforward job for Inspector Bublanski and his team. The killer left the weapon at the scene - and the fingerprints on the gun point in only one direction.
The Girl Who Played with Fire
Ex-security analyst Lisbeth Salander is wanted for murder. Her history of unpredictable and vengeful behaviour makes her an official danger to society - but no-one can find her. The only way Salander can be reached is by computer. But she can break into almost any network she chooses...",503,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']","June 1, 2006",4.25,917569,37071,13200.0,274000.0,9.99,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire
2604,9780143038412,"Eat, Pray, Love",,,Elizabeth Gilbert,Riverhead Books,English,"A celebrated writer's irresistible, candid, and eloquent account of her pursuit of worldly pleasure, spiritual devotion, and what she really wanted out of life. 
Around the time Elizabeth Gilbert turned thirty, she went through an early-onslaught midlife crisis. She had everything an educated, ambitious American woman was supposed to want—a husband, a house, a successful career. But instead of feeling happy and fulfilled, she was consumed with panic, grief, and confusion. She went through a divorce, a crushing depression, another failed love, and the eradication of everything she ever thought she was supposed to be. 
To recover from all this, Gilbert took a radical step. In order to give herself the time and space to find out who she really was and what she really wanted, she got rid of her belongings, quit her job, and undertook a yearlong journey around the world—all alone. 
 is the absorbing chronicle of that year. Her aim was to visit three places where she could examine one aspect of her own nature set against the backdrop of a culture that has traditionally done that one thing very well. In Rome, she studied the art of pleasure, learning to speak Italian and gaining the twenty-three happiest pounds of her life. India was for the art of devotion, and with the help of a native guru and a surprisingly wise cowboy from Texas, she embarked on four uninterrupted months of spiritual exploration. In Bali, she studied the art of balance between worldly enjoyment and divine transcendence. She became the pupil of an elderly medicine man and also fell in love the best way—unexpectedly. 
An intensely articulate and moving memoir of self-discovery, 
Eat, Pray, Love
 is about what can happen when you claim responsibility for your own contentment and stop trying to live in imitation of society’s ideals. It is certain to touch anyone who has ever woken up to the unrelenting need for change.",368,Paperback,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Romance', 'Chick Lit', 'Spirituality']","February 16, 2006",3.62,1732195.0,58042.0,27600.0,710000.0,9.99,https://www.goodreads.com/book/show/19501.Eat_Pray_Love
2605,9780786856862,The Sea of Monsters ,Percy Jackson and the Olympians,2,Rick Riordan,Hyperion Books,English,"The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment.
In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come.",279,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']","April 1, 2006",4.24,1142597.0,46808.0,526.0,212000.0,6.99,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters
2606,9780743298025,The Thirteenth Tale,,,Diane Setterfield,Atria Books,English,"All children mythologize their birth...So begins the prologue of reclusive author Vida Winter's collection of stories, which are as famous for the mystery of the missing thirteenth tale as they are for the delight and enchantment of the twelve that do exist. 
The enigmatic Winter has spent six decades creating various outlandish life histories for herself -- all of them inventions that have brought her fame and fortune but have kept her violent and tragic past a secret. Now old and ailing, she at last wants to tell the truth about her extraordinary life. She summons biographer Margaret Lea, a young woman for whom the secret of her own birth, hidden by those who loved her most, remains an ever-present pain. Struck by a curious parallel between Miss Winter's story and her own, Margaret takes on the commission. 
As Vida disinters the life she meant to bury for good, Margaret is mesmerized. It is a tale of gothic strangeness featuring the Angelfield family, including the beautiful and willful Isabelle, the feral twins Adeline and Emmeline, a ghost, a governess, a topiary garden and a devastating fire. 
Margaret succumbs to the power of Vida's storytelling but remains suspicious of the author's sincerity. She demands the truth from Vida, and together they confront the ghosts that have haunted them while becoming, finally, transformed by the truth themselves. 
The Thirteenth Tale is a love letter to reading, a book for the feral reader in all of us, a return to that rich vein of storytelling that our parents loved and that we loved as children. Diane Setterfield will keep you guessing, make you wonder, move you to tears and laughter and, in the end, deposit you breathless yet satisfied back upon the shore of your everyday life.",406,Hardcover,"['Mystery', 'Historical Fiction', 'Gothic', 'Books About Books', 'Fantasy', 'Adult', 'Historical']","September 12, 2006",3.98,311931.0,26512.0,,109.0,13.99,https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale
2607,9780525476887,An Abundance of Katherines,,,John Green,Dutton Books for Young Readers,English,"Katherine V thought boys were gross
Katherine X just wanted to be friends
Katherine XVIII dumped him in an e-mail
K-19 broke his heart
When it comes to relationships, Colin Singleton's type happens to be girls named Katherine. And when it comes to girls named Katherine, Colin is always getting dumped. Nineteen times, to be exact.
On a road trip miles from home, this anagram-happy, washed-up child prodigy has ten thousand dollars in his pocket, a bloodthirsty feral hog on his trail, and an overweight, Judge Judy-loving best friend riding shotgun--but no Katherines. Colin is on a mission to prove The Theorem of Underlying Katherine Predictability, which he hopes will predict the future of any relationship, avenge Dumpees everywhere, and finally win him the girl.
Love, friendship, and a dead Austro-Hungarian archduke add up to surprising and heart-changing conclusions in this ingeniously layered comic novel about reinventing oneself.",229,Hardcover,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Teen', 'Humor']","September 21, 2006",3.52,526652.0,27619.0,13900.0,297000.0,8.99,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines
2608,9780143038252,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,,,Greg Mortenson,Penguin,English,"The astonishing, uplifting story of a real-life Indiana Jones and his humanitarian campaign to use education to combat terrorism in the Taliban’s backyard
Anyone who despairs of the individual’s power to change lives has to read the story of Greg Mortenson, a homeless mountaineer who, following a 1993 climb of Pakistan’s treacherous K2, was inspired by a chance encounter with impoverished mountain villagers and promised to build them a school. Over the next decade he built fifty-five schools—especially for girls—that offer a balanced education in one of the most isolated and dangerous regions on earth. As it chronicles Mortenson’s quest, which has brought him into conflict with both enraged Islamists and uncomprehending Americans, Three Cups of Tea combines adventure with a celebration of the humanitarian spirit.",349,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Travel', 'Education', 'Book Club', 'Biography Memoir']","March 2, 2006",3.66,343785.0,22472.0,5469.0,207000.0,14.99,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea
2609,9780689865404,Specials ,Uglies,3,Scott Westerfeld,Simon Pulse,English,"""Special Circumstances"": The words have sent chills down Tally's spine since her days as a repellent, rebellious ugly. Back then Specials were a sinister rumor -- frighteningly beautiful, dangerously strong, breathtakingly fast. Ordinary pretties might live their whole lives without meeting a Special. But Tally's never been ordinary.
And now she's been turned into one of them: a superamped fighting machine, engineered to keep the uglies down and the pretties stupid.
The strength, the speed, and the clarity and focus of her thinking feel better than anything Tally can remember. Most of the time. One tiny corner of her heart still remembers something more.
Still, it's easy to tune that out -- until Tally's offered a chance to stamp out the rebels of the New Smoke permanently. It all comes down to one last choice: listen to that tiny, faint heartbeat, or carry out the mission she's programmed to complete. Either way, Tally's world will never be the same.",384,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen']","May 9, 2006",3.76,189628.0,8591.0,3017.0,63800.0,9.99,https://www.goodreads.com/book/show/24765.Specials
2610,9780441013814,Moon Called ,Mercy Thompson,1,Patricia Briggs,Ace,English,"Mercedes Thompson, aka Mercy, is a talented Volkswagen mechanic living in the Tri-Cities area of Washington. She also happens to be a walker, a magical being with the power to shift into a coyote at will. Mercy's next-door neighbor is a werewolf. Her former boss is a gremlin. And she's fixing a bus for a vampire. This is the world of Mercy Thompson, one that looks a lot like ours but is populated by those things that go bump in the night. And Mercy's connection to those things is about to get her into some serious hot water...",289,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Werewolves', 'Paranormal Romance']","January 31, 2006",4.15,205073.0,10072.0,3167.0,108000.0,8.99,https://www.goodreads.com/book/show/71811.Moon_Called
2611,9780307346605,World War Z: An Oral History of the Zombie War,,,Max Brooks,Crown,English,"The Zombie War came unthinkably close to eradicating humanity. Max Brooks, driven by the urgency of preserving the acid-etched first-hand experiences of the survivors from those apocalyptic years, traveled across the United States of America and throughout the world, from decimated cities that once teemed with upwards of thirty million souls to the most remote and inhospitable areas of the planet. He recorded the testimony of men, women, and sometimes children who came face-to-face with the living, or at least the undead, hell of that dreadful time. World War Z is the result. Never before have we had access to a document that so powerfully conveys the depth of fear and horror, and also the ineradicable spirit of resistance, that gripped human society through the plague years.
Ranging from the now infamous village of New Dachang in the United Federation of China, where the epidemiological trail began with the twelve-year-old Patient Zero, to the unnamed northern forests where untold numbers sought a terrible and temporary refuge in the cold, to the United States of Southern Africa, where the Redeker Plan provided hope for humanity at an unspeakable price, to the west-of-the-Rockies redoubt where the North American tide finally started to turn, this invaluable chronicle reflects the full scope and duration of the Zombie War.
Most of all, the book captures with haunting immediacy the human dimension of this epochal event. Facing the often raw and vivid nature of these personal accounts requires a degree of courage on the part of the reader, but the effort is invaluable because, as Mr. Brooks says in his introduction, ""By excluding the human factor, aren't we risking the kind of personal detachment from history that may, heaven forbid, lead us one day to repeat it? And in the end, isn't the human factor the only true difference between us and the enemy we now refer to as 'the living dead'?""
Note: Some of the numerical and factual material contained in this edition was previously published under the auspices of the United Nations Postwar Commission.",342,Hardcover,"['Horror', 'Fiction', 'Zombies', 'Science Fiction', 'Fantasy', 'Post Apocalyptic', 'Dystopia']","September 12, 2006",4.02,521664.0,29467.0,15300.0,314000.0,12.99,https://www.goodreads.com/book/show/8908.World_War_Z
2612,9780345481283,His Majesty's Dragon ,Temeraire,1,Naomi Novik,Random House Inc,English,"Aerial combat brings a thrilling new dimension to the Napoleonic Wars as valiant warriors ride mighty fighting dragons, bred for size or speed. When HMS Reliant captures a French frigate and seizes the precious cargo, an unhatched dragon egg, fate sweeps Captain Will Laurence from his seafaring life into an uncertain future – and an unexpected kinship with a most extraordinary creature. Thrust into the rarified world of the Aerial Corps as master of the dragon Temeraire, he will face a crash course in the daring tactics of airborne battle. For as France’s own dragon-borne forces rally to breach British soil in Bonaparte’s boldest gambit, Laurence and Temeraire must soar into their own baptism of fire.",374,Mass Market Paperback,"['Fantasy', 'Dragons', 'Historical Fiction', 'Fiction', 'Historical', 'Alternate History', 'Historical Fantasy']","January 3, 2006",4.06,98785.0,8524.0,4306.0,103000.0,3.99,https://www.goodreads.com/book/show/28876.His_Majesty_s_Dragon
2613,9781594200823,The Omnivore's Dilemma: A Natural History of Four Meals,,,Michael Pollan,The Penguin Press,English,"What should we have for dinner?
 For omnivore like ourselves, this simple question has always posed a dilemma. When you can eat just about anything nature (or the supermarket) has to offer, deciding what you 
 eat will inevitably stir anxiety, especially when some of the foods on offer might shorten your life. Today, buffered by one food fad after another, America is suffering from what can only be described as a national eating disorder. The omnivore’s dilemma has returned with a vengeance, as the cornucopia of the modern American supermarket and fast-food outlet confronts us with a bewildering and treacherous food landscape. What’s at stake in our eating choices is not only our own and our children’s health, but the health of the environment that sustains life on earth.
The Omnivore's Dilemma
 is groundbreaking book, in which one of America’s most fascinating, original, and elegant writers turns his own omnivorous mind to the seemingly straightforward question of what we should have for dinner. The question has confronted us since man discovered fire, but according to Michael Pollan, the bestselling author of 
The Botany of Desire
, how we answer it today, at the dawn of the twenty-first century, may well determine our very survival as a species. Should we eat a fast-food hamburger? Something organic? Or perhaps something we hunt, gather, or grow ourselves? 
To find out, Pollan follows each of the food chains that sustain us—industrial food, organic or alternative food, and food we forage ourselves—from the source to a final meal, and in the process develops a definitive account of the American way of eating. His absorbing narrative takes us from Iowa cornfields to food-science laboratories, from feedlots and fast-food restaurants to organic farms and hunting grounds, always emphasizing our dynamic coevolutionary relationship with the handful of plant and animal species we depend on. Each time Pollan sits down to a meal, he deploys his unique blend of personal and investigative journalism to trace the origins of everything consumed, revealing what we unwittingly ingest and explaining how our taste for particular foods and flavors reflects our evolutionary inheritance.
The surprising answers Pollan offers to the simple question posed by this book have profound political, economic, psychological, and even moral implications for all of us. Ultimately, this is a book as much about visionary solutions as it is about problems, and Pollan contends that, when it comes to food, doing the right thing often turns out to be the tastiest thing an eater can do. Beautifully written and thrillingly argued, 
The Omnivore’s Dilemma
 promises to change the way we think about the politics and pleasure of eating. For anyone who reads it, dinner will never again look, or taste, quite the same.",450,Hardcover,"['Nonfiction', 'Food', 'Science', 'Health', 'History', 'Nutrition', 'Environment']","April 11, 2006",4.18,203552.0,14100.0,11400.0,216000.0,14.99,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma
2614,9780441014910,Definitely Dead ,Sookie Stackhouse,6,Charlaine Harris,Ace Books,English,"Since Louisiana cocktail waitress Sookie Stackhouse has so few living relatives, she hates to lose one - even her cousin Hadley, undead consort of the vampire Queen of Louisiana. Hadley's left everything she has to Sookie, but claiming that inheritance has a high risk factor. Some people don't want her looking too deeply into Hadley's past, 
 Hadley's possessions. And they're prepared to do anything in their power to stop her. Whoever it is, they're definitely dangerous - and Sookie's life is definitely on the line...",324,Mass Market Paperback,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']","April 17, 2006",4.01,203346.0,4376.0,1322.0,26200.0,8.99,https://www.goodreads.com/book/show/140079.Definitely_Dead
2615,9780670061051,Just Listen,,,Sarah Dessen,Viking Books,English,"Last year, Annabel was ""the girl who has everything"" — at least that's the part she played in the television commercial for Kopf's Department Store.
This year, she's the girl who has nothing: no best friend because mean-but-exciting Sophie dropped her, no peace at home since her older sister became anorexic, and no one to sit with at lunch. Until she meets Owen Armstrong.
Tall, dark, and music-obsessed, Owen is a reformed bad boy with a commitment to truth-telling. With Owen's help, maybe Annabel can face what happened the night she and Sophie stopped being friends.",371,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen']","April 6, 2006",4.05,246564.0,8855.0,2233.0,130000.0,10.99,https://www.goodreads.com/book/show/51738.Just_Listen
2616,,Sharp Objects,,,Gillian Flynn,Broadway Paperbacks,English,"Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the unsolved murder of a preteen girl and the disappearance of another. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in her old bedroom in her family's Victorian mansion, Camille finds herself identifying with the young victims—a bit too strongly. Dogged by her own demons, she must unravel the psychological puzzle of her own past if she wants to get the story—and survive this homecoming.",254,Paperback,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']","September 26, 2006",4.02,1021581.0,64117.0,30100.0,713000.0,8.99,https://www.goodreads.com/book/show/18045891-sharp-objects
2617,9780765311788,The Final Empire ,Mistborn,1,Brandon Sanderson,Tor Books,English,"Mistborn
For a thousand years the ash fell and no flowers bloomed. For a thousand years the Skaa slaved in misery and lived in fear. For a thousand years the Lord Ruler, the ""Sliver of Infinity,"" reigned with absolute power and ultimate terror, divinely invincible. Then, when hope was so long lost that not even its memory remained, a terribly scarred, heart-broken half-Skaa rediscovered it in the depths of the Lord Ruler's most hellish prison. Kelsier ""snapped"" and found in himself the powers of a Mistborn. A brilliant thief and natural leader, he turned his talents to the ultimate caper, with the Lord Ruler himself as the mark.
Kelsier recruited the underworld's elite, the smartest and most trustworthy allomancers, each of whom shares one of his many powers, and all of whom relish a high-stakes challenge. Then Kelsier reveals his ultimate dream, not just the greatest heist in history, but the downfall of the divine despot.
But even with the best criminal crew ever assembled, Kel's plan looks more like the ultimate long shot, until luck brings a ragged girl named Vin into his life. Like him, she's a half-Skaa orphan, but she's lived a much harsher life. Vin has learned to expect betrayal from everyone she meets. She will have to learn trust if Kel is to help her master powers of which she never dreamed.
Brandon Sanderson, fantasy's newest master tale-spinner and author of the acclaimed debut 
Elantris
, dares to turn a genre on its head by asking a simple question: What if the prophesied hero failed to defeat the Dark Lord? The answer will be found in the Mistborn Trilogy, a saga of surprises that begins with the book in your hands. Fantasy will never be the same again.",537,Hardcover,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Magic', 'Audiobook']","July 17, 2006",4.48,667341.0,49964.0,39400.0,587000.0,7.99,https://www.goodreads.com/book/show/68428.The_Final_Empire
2618,9780618871711,Fun Home: A Family Tragicomic,,,Alison Bechdel,Mariner Books,English,"In this graphic memoir, Alison Bechdel charts her fraught relationship with her late father.
Distant and exacting, Bruce Bechdel was an English teacher and director of the town funeral home, which Alison and her family referred to as the 
 It was not until college that Alison, who had recently come out as a lesbian, discovered that her father was also gay. A few weeks after this revelation, he was dead, leaving a legacy of mystery for his daughter to resolve.",232,Paperback,"['Graphic Novels', 'Memoir', 'Comics', 'Nonfiction', 'LGBT', 'Queer', 'Biography']","June 8, 2006",4.08,178884.0,12701.0,2246.0,125000.0,12.99,https://www.goodreads.com/book/show/26135825-fun-home
2619,9781423100034,"I'd Tell You I Love You, But Then I'd Have to Kill You ",Gallagher Girls,1,Ally Carter,Hyperion Book CH,English,"Cammie Morgan is a student at the Gallagher Academy for Exceptional Young Women, a fairly typical all-girls school—that is, if every school taught advanced martial arts in PE and the latest in chemical warfare in science, and students received extra credit for breaking CIA codes in computer class. The Gallagher Academy might claim to be a school for geniuses, but it's really a school for spies. Even though Cammie is fluent in fourteen languages and capable of killing a man in seven different ways, she has no idea what to do when she meets an ordinary boy who thinks she's an ordinary girl. Sure, she can tap his phone, hack into his computer, or track him through town with the skill of a real ""pavement artist""—but can she maneuver a relationship with someone who can never know the truth about her? 
Cammie Morgan may be an elite spy-in-training, but in her sophomore year, she's on her most dangerous mission—falling in love.",284,Hardcover,"['Young Adult', 'Romance', 'Mystery', 'Contemporary', 'Fiction', 'Espionage', 'Adventure']","April 25, 2006",3.84,188478,8385,,121000.0,8.99,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You
